Samples,H_6h_1,H_6h_2,H_6h_3,H_6h_4,N_6h_1,N_6h_2,N_6h_3,N_6h_4,H_12h_1,H_12h_2,N_12h_1,N_12h_2,N_12h_3,H_D1_1,H_D1_2,H_D1_3,H_D1_4,N_D1_1,N_D1_2,N_D1_3,N_D1_4,H_D2_1,H_D2_2,H_D2_3,H_D2_4,N_D2_1,N_D2_2,N_D2_3,N_D2_4
NR2C2,2.19370276222044,2.38332311977078,2.1309036092246,2.67921442063526,3.81414295312862,3.61118315504549,4.52958655648814,4.99319624408939,-2.00649214165025,-0.935793040984891,2.40271328766856,1.32878480315107,1.89334551209032,-2.64014824684174,-4.02610526126042,-4.17737007154988,-4.51696302247429,2.22903028674973,0.843127741648618,1.54513591651439,-0.732367670809103,-1.25388640311665,-1.28082385859263,-1.33693962060773,-0.984915200356908,-0.0063306986303833,-2.15252484728505,-0.257122609603549,-1.5184219597457
NR2F1,1.53969663271922,1.99908713539292,0.103063491678416,0.186615579062684,-1.50250781676065,-2.69953651493935,-3.68709045910461,-3.26498190879332,3.10921626478889,3.60960106048803,0.400072763289593,1.03253475851179,-1.23424038734279,2.39008898462069,3.10913521013526,1.26678014840365,1.62575968722313,0.722690404024816,-1.17066610811057,0.523286582024465,1.10719890110375,0.989617322104082,0.137995528919976,-0.325419780916354,0.0286015028445531,-1.78411024209444,-2.26276953227494,-3.56649649198547,-1.76435126575972
NR2F6,1.30483003433937,0.70026395221504,1.91061138923113,1.14046396396891,2.45407960419037,3.59937464329341,3.2902505556375,3.20786616974675,-0.682881749148288,-0.931886537849868,2.02126618481997,1.52359521887369,2.33952985521907,-2.29137926229527,-2.35414455278085,-1.44844503796955,-2.29175279192016,1.52896910070378,0.303017368108059,0.979833393473434,-0.876239277485808,-1.14609068843885,-1.92232016395872,-2.19363126294062,-1.74524133512449,0.876805734876952,0.194261449747199,1.12232260545188,-1.11598096226481
NR4A1,0.755620372531237,0.222367934722274,0.264242269569718,0.638129186266241,-4.46815948840292,-4.6157480609181,-4.62915319485208,-4.34621604148699,4.48184773444464,3.42142500419087,-2.0709204795874,-1.53440955741207,-2.93538830288749,4.50380043390481,4.01588127341695,1.25617222142863,4.44731151671485,-1.81381860843358,-1.25420541950776,-1.42275473818239,-0.95213399988203,1.26257855276944,1.66525026061087,1.81239851506433,1.52758826300368,-2.08376857543137,-2.03737135472769,-2.57584197095496,-1.42021133444546
NR5A2,1.13322736435908,-0.122140775041499,1.57092105394182,0.380155525812862,-2.85534569086768,-2.34712685254749,-2.51528532485412,-1.9709505119717,2.5201388672772,1.77804667258798,-1.34902153812489,-0.799326199515658,-2.05233615832904,3.21463915137871,1.28159542725076,0.308927256466441,2.40030240978331,-0.54000056172246,-2.17351291949515,-0.380326305789645,-0.39134200198882,0.347081309499629,1.94834169859679,0.643396544702612,0.995271823618546,-0.780973354638016,-0.222062848658602,-0.375844402954646,-0.184272424310144
NRF1,0.134806392743074,0.7815818721596,0.190440728238386,-0.357513131903676,-0.100521969359436,-0.262104194756508,0.519769640140865,-0.0484863014029329,0.320051812141594,-0.6065456102221,1.63953691737182,1.16664286831897,1.2193782640182,0.431505392709659,-0.252884554936607,-0.748581264007147,-0.738914607483034,-0.534216049128302,-1.63685257161448,-1.05570346113145,-1.73439419171098,1.76600542734262,1.77799617975291,1.02842858171528,1.00863486552778,-0.808394511366367,-1.51993199719753,-2.27517392621895,-1.49886778479499
ONECUT1,2.35696844851401,0.918651102550791,2.21479418684898,2.05713982690483,-1.11351729683806,-1.39500452542158,-1.37462122001778,0.602738979400597,2.12872272422275,2.0012878460962,-0.0605116913581151,-0.986373729884154,-0.520667647007917,1.55299149670939,1.45496607687235,-2.04199597374513,1.27428677087326,-0.781986648380201,-0.331898702000528,-1.4282246925189,-0.632861572725808,-0.650973955333153,-1.01847474060806,-0.230492195906809,-0.414759963988964,-0.00195021672250203,-1.13136119907211,-1.28302350846529,-0.414465490479682
PAX5,0.0144879851993014,1.40229449658788,-1.2561253694698,0.519498761749945,-2.24630933367188,-2.01027504503914,-2.66944065397484,-2.83947846594006,3.96205841274322,2.88478925520018,-1.40716732698844,-0.949948058682209,-1.40432362954982,3.26213310584053,3.87453122473809,2.08838197958399,2.55493936931919,0.0975112630991205,-1.29860765934902,-0.331512315535931,-0.652050836019972,1.29655066136403,0.75178748352697,1.38797426497854,0.690829180074195,-2.56757102709327,-2.93247217174497,-3.89705573001355,-2.14604309417456
PBX2,0.937749468365651,-0.648147594093353,0.0704415940216793,0.0606856073570476,-2.25248305038573,-3.33395869650219,-2.64157234054617,-2.01510109165429,1.70696369803528,1.35352304388761,-1.11095386525582,-0.932688496269217,-1.80963608537751,2.34005115871444,2.28895472944888,-1.13195861147771,2.91833747719199,0.884350825861719,0.363951864515071,1.33147030213768,0.778787212534763,-0.310304475492289,-0.195815660729772,0.845231218308085,0.364999925032646,1.6590600971952,-0.027798620299833,-0.621129841230921,0.440891402599518
PBX3,3.21536750109926,2.90866815041854,2.58005243197619,1.83443463522244,-0.808827992529636,-2.54547969476543,-1.50330070340589,-0.503860387563448,3.10312464871324,3.32508992559697,-1.32730391087072,-1.4803958998032,-2.77422897470768,3.71603308194348,2.77613299635033,-0.649603051758735,2.92248173039039,-2.1722985173953,-2.50608550354726,-1.39915942240882,-1.44306562082322,-1.50555373163783,-0.884040160328365,-0.230693827759102,-1.14370448759539,0.391419505626165,-1.59050505194311,-1.74942626559924,-0.531696976397408
PDX1,3.45924167469061,2.11710403185279,2.95140534852458,2.37331405862426,-0.590131014375908,-1.63599525317974,0.187279008239434,1.76281524768893,1.53459742617886,1.6319171469091,-0.38563060324259,-1.48508463983956,-1.91453142917125,1.46007472132867,0.555515950746462,-3.06823685408788,0.849545966368664,0.0372427668453891,-0.996194950122791,-1.29287621085738,-1.15020415845732,-1.45139426130358,-1.49470647083877,-1.3377271318658,-1.57766019550221,1.57301647410901,-0.549755329127599,0.12486353065207,0.540153082614979
PKNOX1,-0.210235136832755,-0.259485227812717,-0.231159467778546,-0.197433521496109,-1.22683003658574,-0.881352985514684,-0.462126674717487,-1.25933372604646,0.740130551868578,1.56040367453195,-0.51335190525757,0.896665193826672,-0.729364141968291,0.992606007584704,1.41454321070995,0.112739481480864,0.999375716742016,0.750107114379565,0.074802852227314,1.29777260846618,0.844407497117127,-0.711660031015482,-0.749162009940691,-0.333436535954436,-0.677388923985269,0.017018908928871,0.441027891327543,0.738473131029801,0.941148554451742
POU2F1,0.879032668158145,-0.379508236598425,1.81632882979273,-0.625854378715678,-0.401946701291426,-0.325242133323984,0.0818481958878956,0.0986427047813132,-0.482732979624187,-0.00668285519860915,0.508883047327704,0.140191403723766,0.544112042566749,0.626834886294281,0.294965118172105,-0.14946166128368,1.8044782502329,0.973736138016594,-0.687609905660571,-0.355967410377074,1.36183518857249,-0.596887169186383,-0.962685078347883,-0.843134238607674,-0.284259836243743,-0.926260950286439,-1.0626763421603,0.226246579601428,0.689283886297423
POU2F2,0.946664511179213,0.977184307109052,1.21468931805352,0.36253246888339,-1.15898109415566,-2.60626326588627,-2.15946994873988,-1.95419356714958,3.24673088695837,3.50052788766581,-0.360038842035337,-0.00835737655839048,-1.50357758535164,2.46547363702748,2.71001065438944,0.000863786524560848,1.95430884038267,1.70662763232304,-0.49892205431479,0.883437963274532,-0.961905308732434,0.0778654883357769,-0.566007360759255,-0.364240151296504,-0.584008679701361,-0.771869274214105,-2.46306750466761,-2.42614604661632,-2.07003858192099
POU4F2,1.60208767093457,1.06648200531602,0.828014162018288,2.08135499425021,-1.26410263904658,-1.73428925395563,-1.10115044424324,0.536374452514504,1.61168634249583,0.991325489586531,1.04018809633366,-0.136073296873554,0.230816226790193,1.25531885222241,1.01459669757521,-1.32083422775379,0.582776958545428,-1.00063500679067,1.51771083319322,-1.32773822410965,-0.823474986298574,-0.291074983262072,-0.232840021392307,0.581438022764404,-1.15964557223587,-0.0133507885780902,-2.0788963529627,-1.89503906388047,-0.636536402895345
POU5F1,3.58634992790605,2.16951190048537,3.20921633288208,3.8698483286639,-0.00920053816295363,-2.23920220116105,-0.343788647371101,0.731979164417617,4.46113133634571,3.55920403904312,-0.867834960344995,-0.783452532803349,-1.97626357993811,2.1027227292931,2.26228502427369,-2.05670771903014,2.39774426259105,-1.67729509319686,-3.23397372930156,-2.79771750894102,-3.29590901202371,-0.852747679206714,-0.441084564826712,-0.713945237753548,-0.536991585595246,-0.376354450701197,-2.13031638931799,-2.5035105156473,-0.970302038578454
PPARA,0.285586342001837,-0.221142913110637,-0.274873177371811,-0.750054507599399,-1.70167805516858,-1.01654683687588,-1.24861268784032,-1.04357174277425,1.62621517561889,2.04147169733792,-0.530583986550503,0.639895232993272,-1.1386934935678,0.840111181109173,1.41675367942059,0.725056342499383,2.46906198896045,-0.499059599904385,-0.427333969265107,-0.706986667115673,-0.497094472369326,-0.356507387362718,0.153870894353609,-0.419711254128511,0.430714603927715,-0.523684904756635,-0.538713636156852,-0.631022629996755,0.451935703547676
PPARG,-0.224145010511363,-0.692927203426424,-0.377222964243842,-0.026751168246378,-2.24272555509373,-1.72922549502273,-2.23681827906703,-1.9467546914055,-0.121148723488887,-0.106314854683736,-3.10076682731389,-1.35918803396754,-2.71012847401803,0.9458139775753,0.118292995033621,0.000845251964797922,0.635928985926244,-0.986502690879393,0.694543978135614,0.994310216653317,1.32050086745806,1.17215248433845,0.899669820864889,1.05959444260675,0.89068102951739,0.20691293883149,1.81497505759476,1.51039595315908,1.5030917641873
PRDM1,-0.508144256308911,-0.254914934020444,-0.566616705295575,-0.0777696153712318,-2.58414102322436,-2.67852349328235,-2.48443144131241,-2.28571414999828,1.0741936558644,-0.495410579231589,-2.87951001575541,-2.08370003359161,-2.9320759756129,1.89187020175441,0.842846872543727,-0.610178855216795,2.45249581743254,-1.46091260640269,-1.02804322470713,-0.986846242058525,0.0161043565866495,1.60355449665032,2.28118237827396,2.08746095926814,2.45917255330851,0.567913374220673,-0.6027140046309,0.156466925014563,0.80080786366203
PRDM14,1.6967248773325,1.00970237465356,0.337798896888708,0.920951692661238,-2.01200793464015,-3.73414754305831,-3.18934200461018,-3.22970823960753,5.68281910091841,3.8822085589036,0.169201773527374,1.78017302552378,-0.637264795317613,3.87836452386381,4.45442714921135,0.979551544109743,4.21041454548167,-0.230896799929433,-2.25059656193637,-0.0673688946395892,-0.660495030729058,0.382398212980911,-0.021009698237667,-0.185973546079181,-1.17193666305418,-2.66411249457641,-2.11122205491825,-6.22354174828664,-3.10091633148491
RARA,1.60761760602094,0.467838190327331,0.0579703613434664,0.562232483726882,-0.598245008694794,-2.19206314204437,-2.8532904157816,-3.57215648372208,2.33307315257717,0.236254686754572,-1.23010717895524,-0.45599269193092,-2.24212776693608,1.70238200448704,1.870837722273,0.288813906842899,2.53341705745256,-0.422898124452214,-0.174681515875927,-0.407189985084484,0.685273578589564,-0.105225126371551,-0.0612690608452069,0.543657515373688,-0.425696826076609,-1.21238243384733,-0.0631843231588172,-0.723769958490957,0.175816217483377
RBPJ,3.00792616531483,1.55076529805507,2.81731402979657,2.00943784589465,-1.94313160140847,-3.11812080626959,-2.67006449347019,-1.7820277747218,1.69750460905163,1.93322334169945,-1.58996838761885,-0.947905868630003,-1.63783039068019,3.51663747634244,2.8363565675498,-1.19679172746018,2.49456692375202,0.103876045248504,-0.619652164707957,-0.426113918735247,0.760669804886968,0.318610711149407,0.492301622566532,0.876872008994173,0.246033534234682,-2.10411405019365,-3.51812621043884,-3.04695725326649,-2.99225951074882
RELA,0.613752858784006,-0.229803210659913,0.449690074913485,1.42801257833297,-3.70848578026148,-3.34917412218318,-3.07360353692792,-3.36117528432639,2.22540777808386,-1.54828142415025,-3.23499475043056,-2.96823434000908,-3.24129516452834,4.1656296945317,3.88888234383794,2.02270613014671,2.50831625467405,-0.295555493830294,-0.913843389100434,-0.159369255143234,1.28820203074035,2.62468797972505,2.58377017755524,3.22838783617396,2.33625385196189,-3.90809094620601,-3.5363917014941,-3.6174948877355,-3.51279921362251
RFX1,0.46521336193542,0.851646322554071,0.777984936453387,0.591566604956372,-0.65580924754107,0.0446453916364579,-0.594497631354373,-0.73412800724363,2.32812002583191,1.43897772434,0.281038248734841,0.378361490031147,-0.594766857840834,1.12467130949562,1.78087496222797,1.33137135389965,1.03072134178643,-2.47839631033174,-2.0620087457585,-0.931671948786989,-2.13977966241847,1.68637856826293,0.775847743847853,-0.134829376042645,1.15158616136315,-2.60673862385455,-2.72078138926505,-2.7291664286202,-2.48708351138391
RUNX2,1.33905754711947,1.97406400128403,1.58001940872721,1.44992175822921,0.549371830610308,-0.815831991134314,-0.375521722397033,-0.100957838647199,1.36657742462833,1.85861224186831,-1.22045080859228,-0.263377954572709,-1.37824889329215,1.59747052162229,2.56009880292646,-0.966033729765603,2.53902725434573,-0.732141403701176,-1.43954997409113,-0.562713110485317,-2.02116722317592,-0.104779214971718,0.438881688507706,0.86494799834929,0.443710889631581,-1.83864120661927,-2.39771691936408,-3.95891618659879,-1.55663736491736
SIX2,2.5501080157548,0.103202299648071,1.20100631889672,1.76428557280365,-0.786233315220242,-1.13697214635181,-0.781029263582783,-0.537068797624666,3.4540871761051,2.38227052916072,0.0447920053635062,-0.787780165108555,-0.152393487995924,0.91044696383394,1.61390404517598,-1.33477190221103,1.60136119161429,0.585300949603835,0.354793790761061,0.691775585761377,0.786107006096291,-0.972951595681101,-1.15442000058307,-0.919145623163239,-1.62207296977912,-0.254467171358725,-1.25000542984764,-1.00072328320802,0.842903088840419
SIX5,-0.0693945594409153,1.07038749017048,0.186443736776141,-0.147955393110115,-0.728245300495939,-0.502487149711179,-0.625474370913579,-1.30962638662071,2.33910634045741,1.89278007173553,3.17413537560891,2.79641921363578,2.33976965801608,0.00196839009472356,-0.0677445132561525,1.69829093136318,-1.04735046954172,1.21477250123552,-0.75782952977287,-0.271240816821952,0.51978146688271,-0.574348685353849,-0.561642329156404,-1.77958546456838,-1.15634567911235,-0.288156279912381,-0.672343118383723,-0.897742349649669,0.128692524138078
SMAD2,1.4771942435851,0.253484667695897,1.68120901346563,1.02801063142126,-2.62619799198634,-3.92345893046119,-3.04327224542953,-2.23764271927975,1.90848691012033,1.3798246800122,-1.3147541546356,-1.34848764579508,-1.93240554845995,2.12897832994766,1.45651211944367,-0.728208181731658,3.12369343174083,-0.53033948856576,-0.23043406482239,-0.456310693785163,0.365439468851057,-0.20272422218739,0.842522618213425,0.565724448802735,0.508561482701165,-0.0193890730793597,-0.58934262686026,-0.763442362035819,-0.145317029323169
SMAD3,-0.272411704593966,0.624560562400157,-0.625791612260493,-0.265345515578596,-2.2971643840148,-3.11034785795433,-3.12833794148455,-2.7962095396327,0.623449889970916,0.320339530124616,-3.41241051685024,-2.02122101690098,-2.14422501758155,2.75662109385782,3.62871176949473,1.78600823456002,2.42883264213716,-2.21100706861066,-2.34659168860788,-1.86747599620134,-1.49171118418718,2.41995191926475,1.90580778250617,1.9245899502284,2.07617295807952,-1.13294473673376,-0.806270997365047,-2.28900027391176,-0.948641106862515
SMAD4,-1.03443833738129,-0.925912822488608,0.564687713584041,-1.0744405750528,-3.64029992135754,-4.65246787190442,-4.34627923716716,-4.46631754123608,1.88993514373939,0.852017969541674,-4.07561111212237,-1.82221671417132,-3.62726452757603,2.74795678005347,2.99108879899628,2.37831137243832,2.98082889809918,-0.535937317559037,-0.751858015479209,-0.0729844039651502,0.541465056206532,2.47883931543636,1.99238088265308,1.84393976361493,2.19531024080849,-0.929521431509928,-0.200493308822816,-1.69564635709979,-0.245789161197333
SNAI2,-0.272721333003331,-0.831007151101646,-0.262513637547196,-0.174381699457712,3.61772804996353,3.90800237784104,3.82572139752646,4.18469588994771,-3.43676497440884,-3.38844541338245,0.463962255926924,0.0123269703416014,1.01298927163892,-3.16665384046151,-3.37558902489678,-1.3245614974447,-2.97736198025505,0.532242868764859,1.10179046877688,0.49998199178562,0.108651400601461,-1.1222805944185,-1.25359844958328,-0.580369238777353,-0.143604348578079,1.56022561998626,1.17579090655074,3.01772752632694,1.27733451240574
SNAPC4,1.38925005512437,1.38921300237429,1.23355733804665,0.478940788999916,2.3907983719269,1.85771295296087,2.62893229677243,1.83026352525455,0.846285078469726,-0.34859619419047,2.67357972247376,2.63230028832335,2.5644704469046,-0.605962118643482,-1.07369043721874,-0.122844603265902,-2.43663894934638,1.50057365957639,0.544917983707059,0.504324813008961,-0.96453978157534,-0.334931068410131,-0.785997382874601,-2.5972247727195,-2.10999203710038,-0.531235105640119,-0.973201768917872,-1.66630092812302,-1.74047365725853
SOX11,2.47126732329028,0.833796433318586,1.3084368825081,1.60109230191102,0.129698856870638,-1.05600041529332,-0.0927513714768827,1.61823857338045,2.40152981949528,0.781404086225589,-0.826230363980801,0.636904247557335,-0.956816656328888,0.910628552445215,0.82012232432256,-2.09853337789248,1.88914501096809,0.654650988293089,-0.521615745417571,-1.12393377121049,-0.88909666136461,-0.952866739598659,-1.47754944996419,-0.571486660282062,-0.595887224366005,0.627750223654198,-1.7193159022324,-2.30064020721489,0.179892401206074
SOX13,1.92930092143447,0.300720104923312,0.943445229960722,-0.4171990493631,-3.16645630995339,-2.36110824044547,-2.43063561057385,-2.07542083549002,1.81926299323532,1.35548950838688,-1.46009063316366,-0.932505173716395,-1.57693316030735,3.36279726899976,3.73323891369981,1.44488373884773,3.15548454301362,-1.05225203176871,-1.33095278547065,-1.51061178872816,-0.712997519252858,1.15483247565428,1.3307994574872,1.39743386348892,0.897419206091077,-2.23568917589469,-2.23644382864242,-3.6189820122711,-2.69197319016312
SOX2,5.86442280720607,2.61447332505181,4.50312775520178,4.84217077637794,-0.816725775585577,-4.50639354122984,-2.75298804333976,0.299968962812602,5.28541843796625,4.85678668398387,-2.03803629577582,-3.01077515507542,-2.69551189646224,4.440143594584,3.78195809597079,-4.31178199649397,5.52737699692438,-1.56505377731922,-1.51829883699549,-2.54829342633834,-1.86606614803949,-1.38301482081776,-1.99213323971992,0.064794282654948,-0.779566560423456,0.220518767418293,-2.06810024727204,-2.52897141220009,-0.951150014569323
SOX6,2.37051923750101,1.87103124489003,1.82924738234159,1.55138719436517,-0.823892562244721,-1.34596843998173,-0.520838738592189,-0.55749272376673,2.53048995620086,2.0179526927915,-0.107958386837971,0.111367301521861,-0.346003985928704,1.55142135549224,0.351472909153109,-1.90031877575866,0.624904957201854,-0.479084939151519,-1.42063408414873,-0.958051221732244,-0.810149227321863,0.327455066345713,-1.02539887114813,-0.608920297752715,-0.567421148591333,-0.301790524523963,-1.30146139516556,-0.55345309116344,-0.543156748806039
SP1,-1.42944285802367,-0.260252734241136,-0.0467154138129624,-0.703559101371305,-4.0376197222237,-3.96265977460574,-3.84271442296449,-3.92176954835117,2.56306431782682,1.19936195045255,-4.99440381082294,-3.89824379757229,-4.75045112592373,4.40906329104083,3.29975666120612,3.16219992460384,4.18660829578717,-3.56803691809979,-1.15301602232735,-1.76647408093295,0.734043471619082,3.02541251060081,4.06688513980541,3.52739780425293,4.12931477707146,-4.24258466857666,-1.94433052685485,-2.27056269329514,-1.33532744037566
SP3,-2.69997518638673,-2.71681892156486,-1.30604825043009,-2.27962740953222,-3.29557949697282,-3.97583274519778,-4.70094195349006,-3.56719716295303,1.29407660352813,1.85395865775571,-3.31642567040515,-1.2171619109185,-3.07535701841274,2.93810492798423,3.85371261746049,2.44715318654374,3.30531876042507,-1.90470728586472,-0.540133137450985,-1.26077762452164,1.480011205474,1.05449942194069,2.18954243450591,1.34593696596333,1.8309195217293,-0.0409678623447186,1.12177878156435,0.796189012302609,1.448911073796
SP4,-1.84899101460636,-1.45769189551545,-1.39187256352553,-1.6034921933345,-2.36347650925754,-2.85791177258937,-2.02698872142443,-2.18636553771794,0.695805627548122,0.1357989200203,-0.798221353066874,-1.01668886722139,-1.22633779847382,1.79662803972821,1.39597638942908,0.334330085851648,1.12306256009738,-1.21035549914685,-1.85430650342547,-0.11465541033686,-0.479244937812386,1.56073954198602,2.56490366895624,2.61773932062793,2.65295884254194,0.506853001400483,-0.0621527976273466,-0.519507624147748,-0.436709965213248
SPI1,-1.26458559048878,-3.02410706569782,-3.83442561262468,-3.1967036674545,-1.98438722394006,-2.81936772484097,-2.75909229359105,-1.70015508704573,1.94559390194997,-0.916761272758378,-2.00900223897068,-0.780444178606902,-2.90960388136165,3.49153398280987,2.85029155775584,0.384105352390977,2.91479018825176,1.07277058762372,0.094522974527867,-0.469628028744384,2.22689092776534,1.33029939908575,2.70358077602864,1.1850944220645,2.06176893790165,-0.0939357187166764,-0.780543645062389,-0.980370920090701,-0.561908314688421
SPIB,0.670616192549028,1.8346021037671,0.873044688524436,2.318219055125,-1.69922647663357,-2.45402092515196,-1.17749076649596,-1.3609351144957,3.5278607143174,2.97369299151408,-1.22529188982438,-0.397487434282472,-0.434975012778083,2.61762163311679,2.93514084535752,1.14231366974862,3.36554876448137,0.795748148620958,-0.553652740795716,-0.0668013687923235,-1.43351054202709,-0.658089464561971,-0.18642798170047,0.194661515313601,-0.446257273428277,-2.67254977681071,-3.14819030736917,-2.1915523395883,-3.04751619802489
SSRP1,0.221446988443319,0.621991463542455,1.57519738575689,1.31320856755163,-0.864708803753019,-0.649907447514754,-0.0674265008624351,-0.408386434084033,0.257771831908253,-0.317092108629697,-2.30525638807032,-3.57712263726391,-3.07120728449801,1.85526307806315,1.13940318995884,1.62509336392319,0.211371615863512,-1.3896700222979,-1.94994059432941,-1.06537425390951,-0.982875590100712,2.88052203508158,2.52215242730102,2.414683929978,3.44976843353905,-3.51169596122822,-3.31098972138303,-1.7349625020953,-3.33199785720895
STAT1,5.10715919036192,4.6197565037044,4.16543848139384,4.1771737329561,-0.393135170807529,-0.786654746025258,-0.527492221130586,-1.19401337066797,2.62429693080735,3.49239394245449,-0.411731499313326,-1.49467816728337,-0.871171871860246,2.10423297997707,2.67098879032173,-0.769281291647531,2.0579225395243,-3.19194032234821,-1.43077673965169,-2.75201464285163,-1.71097057998626,-2.38219773635318,-1.83192461830815,-1.12071811843437,-2.50903336345613,-1.11325949974395,-1.88934186950388,-0.588355677966652,-1.7950473709718
STAT2,-1.884900190817,-0.581252293694329,-1.80613536079883,-0.851708120851091,-0.598874844809676,-0.0514719474868071,-0.560637668543695,-0.611111082009982,0.873920340710005,0.320345259404176,0.390399160680596,1.17088840178496,-0.532550666027337,1.13267686177448,2.04411742230358,0.823987212257058,1.21340549675606,-1.00370507854167,-0.0633029359198556,0.0272000362837043,-0.409544422711716,-1.10551213328504,-1.21618260196981,-0.793233385104509,-1.357914477644,1.63498079528944,2.46136787916741,2.70632447057623,1.31151638607215
STAT3,0.6161009841598,0.724368200709098,-0.921639355970327,0.0467986822472314,-2.91222971871168,-2.67089593056012,-3.26262911947463,-3.5397296353854,1.38785184568335,2.36672316343618,-0.613482436224374,-1.21807001794218,-0.916161536411688,2.66164570040594,2.06512368760516,1.68673486821687,3.5760173581453,-2.21940669190416,-0.810524208182217,-0.866494266017271,-0.0892304538631123,1.82985307888219,1.85802582116553,1.17649398204932,1.79993716741912,-2.27628278193244,-1.34953384986299,-1.84705635622211,-2.7839129270246
T,2.29428124542664,2.53358610087135,1.97059197566225,2.31885340308569,1.54561251830762,0.158768316597959,1.51176778185983,1.60580721287041,2.14671578845443,2.62035928410327,1.49205728283785,1.78944648451492,1.8499677587895,-0.550482788548668,-0.420380531630742,-1.82492641110767,0.364489772576059,0.28963465879363,0.643934188170335,0.171680432195579,0.814266756771815,-2.34521803967914,-2.34464973320384,-3.3370959930414,-2.75575636385531,-0.399844436869575,-0.860178760051136,-1.29908441831881,-1.05339119133063
TAF1,3.09981832351867,0.993463273773381,2.07543355949987,2.09374437533039,-2.50891956727046,-4.01815985393764,-2.50911050845346,-1.12238310180901,1.21080720842601,0.707861644803628,-1.538380357431,-2.04902933149444,-2.39953360478862,2.87292856985295,2.75578744552113,-2.59601717738537,2.09539848555553,-1.81238051113143,-3.17332816706444,-2.85978233742701,-3.18791212429228,3.25389440486188,4.26984808375084,4.56953522373641,3.47205335802789,-1.77693365676154,-4.58903365378352,-4.31174869753053,-3.73231593648501
TBP,0.955656893842186,-0.0345892844033071,0.0331784698682388,1.17404410902794,-1.70946947649475,-1.98333686167643,-1.38832525327846,-1.43401223254835,1.69924522414068,0.0826086685336998,-1.26820985500092,-1.7695023603644,-1.70612600684412,2.01640258220443,1.82927415299839,0.102760767162424,2.79687493979638,-2.31667686462468,-1.77750811921168,-1.93276495768546,-2.48108799407772,2.40687814172225,2.69063784135091,2.82225748135973,2.64782086595876,-3.04966568789157,-3.08517750138694,-2.54640742884047,-2.23200739365255
TBX21,2.11683798351748,1.38705998844053,2.3963913520754,1.37386257291196,-1.19093420099555,-1.5986753776044,-1.01365348665485,-1.16644612063014,3.09679475580042,1.97242908261238,-0.902674030880463,-1.38054965414651,-1.42938907935025,2.55050831194439,3.32976505370811,-0.888877933126959,1.79196887438346,0.834041301384482,0.177470030872171,1.30535018259822,0.394937721524517,-0.946025997429612,-0.789133131455678,-1.08102430518242,-1.15124314021061,0.301926136040004,-1.50543980408708,-2.49381880691981,-1.55613581339115
TCF12,4.16514044453298,2.88337613776046,3.45407817573468,3.44588513843731,-2.45501250580504,-4.92881445493021,-3.68997405419368,-2.77077134044919,4.99850970615227,4.62226766327268,-1.29849814089888,-1.3043371901514,-2.85518518943774,5.0448350107029,4.75626141737701,-0.683691227636284,5.24025814235741,-2.14978537721289,-3.27697884261457,-2.50315383533207,-1.51648291377694,-0.148947852371399,-0.0400820146989383,1.53062434895938,0.418216378150095,-2.2282072783488,-4.19194776121544,-5.17030912061973,-2.38458898700835
TCF25,0.721944520725632,0.338450596800503,-0.0709117877999197,0.67380098334208,0.526529397247301,-0.336502785552528,-0.358549357440409,0.522319409908614,-0.0369174594697366,1.39045327704563,-0.0488058164806745,0.659438688345016,0.454199714322196,-1.46609076675411,0.546281030026016,-1.08142012243612,2.17058647900912,1.44893873740378,2.71754444931436,1.17392022763761,2.21728768935855,-4.05398102407532,-3.0727675360079,-1.5630089832011,-2.57099668766789,1.37044284102534,1.34033074944513,1.62964769535434,1.67023601917864
TCF4,3.1011823607559,2.98118766247397,3.450275456719,3.31122780830451,-3.34138227598314,-4.63070829976771,-3.63088678557538,-2.9251570243522,4.33448480307554,4.58387173230011,-2.08677949814045,-2.38723330437548,-2.90793693793999,3.8365487745293,3.39619159494255,-0.491280797373658,4.47969186115229,-3.32828879076929,-1.90711794469933,-2.04540206059409,-0.366042278289274,0.079279117936784,0.154290500433175,0.831617241578126,0.868702565712925,-2.06098206282823,-2.8969158655495,-2.62074409361615,-1.89360068004344
TCF7,2.85625150616531,2.17567430588446,1.4817986005133,2.55717201150141,0.212755445155128,-1.97048180223018,-0.962615995575527,-0.00129721440281012,-1.21683392544617,0.40460375470456,-0.829290585950415,-1.56921029325317,-1.98674009473603,1.44972498988185,1.0381359082482,-1.49963196588408,1.62785288308468,0.381096099961204,0.559132771741782,0.0271548245163922,0.1286122388661,-0.438506199440815,0.285619279235458,0.791566961385722,0.0786519910854813,-1.92030955901995,-1.79457168351343,-1.77601761884046,-1.69838592674111
TEAD1,4.20133908365402,1.51077835939042,2.40301504286139,3.85005114711966,-3.25188601834011,-7.18432404742492,-4.63376024470919,-2.38942283724263,4.25764753152716,4.85252834893391,-5.10804582946224,-3.35915580570452,-5.56032795597659,5.97840818808379,4.48257388797914,-1.96180975222776,6.52837512750333,-2.35408523702711,-1.83424795280096,-1.61052790972878,-0.0155450007240011,0.537158605737691,1.23906809574186,2.47070343347653,1.36299428551321,-2.42928517632063,-3.29955193512253,-4.08750244623046,-1.31413869235225
