Gene	H_6h_1	H_6h_2	H_6h_3	H_6h_4	N_6h_1	N_6h_2	N_6h_3	N_6h_4	H_12h_1	H_12h_2	N_12h_1	N_12h_2	N_12h_3	H_D1_1	H_D1_2	H_D1_3	H_D1_4	N_D1_1	N_D1_2	N_D1_3	N_D1_4	H_D2_1	H_D2_2	H_D2_3	H_D2_4	N_D2_1	N_D2_2	N_D2_3	N_D2_4
BAIAP2L1	102.925	95.814	103.031	96.432	63.465	62.969	56.341	56.153	156.849	141.842	68.715	83.153	74.757	263.692	264.38	322.022	271.051	110.962	127.811	128.043	147.501	390.259	381.385	389.989	373.539	103.957	129.592	113.518	119.849
KDM7A	171.241	137.979	154.658	153.269	76.139	69.963	64.612	71.55	188.347	180.987	95.316	110.9	101.49	247.696	234.905	153.15	251.01	115.337	124.251	124.592	134.371	157.938	167.237	185.472	166.255	112.189	102.117	98.357	107.011
ETV1	2.728	2.704	2.123	2.47	3.23	2.484	2.559	2.131	2.031	2.136	2.186	2.3	2.589	1.716	1.481	1.572	2.16	2.719	3.266	3.121	2.775	1.247	1.083	1.128	1.214	3.884	3.693	4.08	4.178
AGK	21.738	23.715	20.876	22.691	29.536	28.194	30.303	27.338	16.032	16.228	23.296	23.787	23.457	6.144	6.258	6.804	6.084	21.718	20.978	22.026	19.497	2.104	1.688	2.155	1.478	18.707	19.35	20.67	16.888
ALDH3B1	11.389	11.706	11.185	11.692	10.928	11.526	9.366	9.887	18.913	17.091	13.431	18.75	16.51	18.958	22.714	24.369	22.247	20.124	23.126	23.894	25.294	14.29	15.948	16.59	15.91	19.172	29.025	23.694	23.842
TTC22	15.958	15.158	15.191	15.466	15.547	16.777	15.047	14.629	13.647	12.646	18.636	19.216	18.808	10.074	13.327	13.797	11.193	19.718	17.153	16.486	16.648	5.456	5.014	6.591	4.697	24.177	24.963	23.631	21.601
PHTF2	18.157	16.573	17.867	16.938	19.471	18.52	17.074	19.582	13.978	13.142	13.483	14.499	15.163	16.55	15.673	16.779	16.07	15.374	15.712	14.2	15.161	23.227	25.018	26.414	25.805	9.709	9.453	8.823	10.928
CCL26	0.477	0.445	0.591	0.592	0.338	0.61	0.692	0.518	0.331	0.367	0.521	0.175	0.317	0.36	0.391	0.325	0.07	0.187	0.147	0.418	0.149	0.104	0.05	0.15	0.132	0.137	0.123	0.186	0.178
FARP2	80.625	82.803	74.311	77.92	95.122	91.076	92.228	95.969	70.338	77.6	94.562	91.189	95.652	46.882	52.803	40.985	48.186	106.056	94.329	93.246	85.344	33.957	36.456	36.764	31.953	102.644	89.636	95.126	91.574
USH1C	176.901	179.285	190.909	185.943	170.661	178.601	172.579	169.151	244.565	240.028	209.087	216.181	193.814	272.825	284.356	340.644	296.526	197.676	213.048	210.979	228.039	304.289	306.03	290.575	297.338	235.372	256.795	248.886	252.383
GGCT	34.763	37.934	36.454	35.381	52.988	52.402	55.794	59.513	24.461	23.176	46.539	37.879	45.171	16.246	15.506	17.077	14.398	45.747	43.457	45.59	41.471	10.834	10.128	10.601	11.187	32.163	26.883	32.848	31.484
DBF4	32.137	32.686	32.449	31.473	43.449	45.909	46.991	48.724	18.535	18.17	30.219	25.68	32.597	13.672	14.137	16.616	15.257	40.373	42.898	38.336	34.435	20.759	22.221	23.657	21.372	29.675	26.539	31.253	25.142
IFRD1	15.242	11.993	14.822	13.841	6.515	6.144	6.421	6.777	11.806	11.372	5.232	6.056	5.442	16.55	12.935	17.836	12.145	7.281	7.356	8.551	10.405	15.926	14.638	16.54	15.858	7.959	8.543	6.938	7.616
COX10	35.257	34.069	36.639	34.451	40.032	41.333	46.444	44.423	31.143	29.348	42.817	39.48	40.443	24.244	22.77	18.703	20.18	35.498	32.188	33.192	31.413	16.238	14.638	14.034	16.016	36.348	32.89	38.792	34.261
GTF2IRD1	42.554	40.177	45.702	40.61	26.757	24.36	23.753	24.515	60.35	47.949	32.926	34.56	33.073	71.513	62.61	57.438	61.911	31.936	35.395	34.093	43.007	61.029	59.13	60.421	62.824	28.608	31.413	28.416	33.777
PAF1	58.785	59.9	60.892	57.886	67.483	68.46	71.613	67.825	54.613	48.921	63.796	60.269	59.33	52.251	49.395	58.333	44.285	56.372	56.02	54.8	53.882	63.315	59.987	58.065	62.059	63.014	54.013	58.861	58.995
VPS41	65.127	65.307	62.59	64.198	64.366	59.091	63.582	62.892	62.216	68.04	65.696	58.143	62.87	42.067	47.719	37.705	46.886	54.434	54.314	52.008	49.72	22.889	22.775	23.983	23.641	64.19	54.038	62.548	54.741
ARHGAP44	54.045	52.392	51.59	52.624	55.804	55.866	57.467	55.75	44.059	42.857	59.527	54.649	53.704	33.958	35.202	25.453	32.163	46.372	45.958	46.073	46.921	18.109	17.963	19.221	19.657	52.676	49.458	49.707	54.894
ELAC2	56.995	61.442	55.65	61.71	119.363	114.434	128.501	125.342	31.545	35.865	110.803	99.72	104.554	11.458	13.103	10.815	9.289	87.745	81.912	76.144	67.731	4.599	4.409	4.135	4.908	86.289	75.332	78.102	75.832
SCIN	51.266	41.545	48.581	44.756	32.371	33.446	29.224	31.331	41.603	43.957	33.238	37.005	33.363	40.102	44.757	44.861	48.93	45.622	57.138	49.173	51.628	28.527	29.426	28.318	29.209	125.809	126.293	116.169	136.814
ARSD	59.484	61.442	56.979	61.896	70.713	75.389	74.3	74.833	58.556	63.767	83.656	78.669	76.95	38.773	45.735	46.65	48.465	62.621	61.552	64.626	65.848	18.602	20.81	21.627	19.446	83.909	88.971	85.475	82.481
PNPLA4	26.341	26.148	26.708	27.361	29.254	33.489	32.974	31.081	24.296	24.471	30.792	31.532	30.722	15.83	15.422	15.207	15.791	23.374	24.95	26.444	23.634	11.51	11.236	12.555	11.847	28.143	27.647	34.236	26.95
ADIPOR2	276.501	269.85	279.544	273.153	238.407	246.538	231.993	238.512	301.61	317.11	238.968	264.628	249.102	445.492	430.781	426.924	491.757	314.576	338.535	331.614	367.316	651.939	683.535	691.691	681.458	354.508	411.227	363.026	414.186
CDKL3	0.239	0.239	0.185	0.338	0.188	0.283	0.257	0.307	0.26	0.259	0.338	0.262	0.211	0.055	0.196	0.298	0.139	0.219	0.235	0.286	0.198	0.026	0.176	0.301	0.106	0.191	0.172	0.228	0.102
MARK4	27.722	28.884	27.299	26.853	15.81	16.124	13.582	14.629	39.997	37.009	22.827	22.768	21.265	50.923	51.853	39.982	44.935	18.03	20.537	19.63	21.503	55.573	56.913	53.529	54.037	17.559	19.473	16.362	20.531
PROM1	143.792	141.637	135.72	141.17	128.808	122.234	111.973	123.768	101.906	111.415	144.432	129.883	135.593	59.53	69.594	69.663	78.77	104.119	99.889	100.478	102.909	37.542	34.969	34.959	38.76	124.086	101.773	108.03	114.474
CCDC124	51.335	57.657	52.992	54.823	74.844	72.055	77.631	73.546	43.043	40.267	76.029	67.518	70.319	27.288	21.373	25.399	18.392	63.778	61.111	59.856	52.644	15.121	14.159	13.758	15.858	50.515	48.351	52.627	49.595
PAFAH1B1	157.499	149.033	148.493	150.003	152.541	146.877	150.178	151.278	127.028	134.353	149.56	150.846	148.273	114.687	121.895	124.147	111.63	149.585	141.875	141.957	141.828	127.696	122.341	119.713	109.262	159.039	148.326	158.606	149.499
NOS2	5.422	5.169	4.688	4.822	5.426	4.597	4.377	4.223	2.267	3.582	4.113	3.61	4.306	0.886	1.592	0.949	1.161	6.968	5.296	5.298	5.128	0.312	0.605	0.401	0.422	3.118	3.693	3.231	2.904
KIAA0100	177.515	197.322	170.126	197.449	267.849	254.6	272.836	274.181	139.495	161.846	297.012	270.219	267.514	63.875	64.537	47.544	69.992	274.609	234.35	230.96	204.851	64.589	63.06	64.706	57.204	240.159	209.109	215.997	236.794
SLC13A2	32.206	37.012	31.12	33.097	44.989	47.804	45.945	41.659	33.764	32.002	45.342	47.574	50.085	16.993	18.244	16.887	19.321	27.248	29.511	28.312	27.449	10.418	9.926	10.801	12.058	43.978	58.198	52.938	43.456
GAS7	0.511	0.254	0.498	0.186	0.526	0.414	0.547	0.461	0.236	0.194	0.495	0.146	0.211	0.36	0.419	0.054	0.209	0.312	0.059	0.154	0.05	0.182	0.302	0.15	0.185	0.191	0.271	0.124	0.178
TRAPPC6A	15.037	17.178	16.003	16.075	17.03	18.804	19.81	16.798	20.164	22.399	20.745	19.915	20.789	18.626	21.568	36.946	23.455	23.874	20.066	22.069	23.51	13.874	17.762	16.289	13.879	21.333	23.831	22.927	22.951
MATK	1.756	2.195	1.68	1.963	2.009	2.201	2.092	1.977	1.582	1.64	2.369	1.398	2.298	0.664	0.866	0.84	0.697	2.969	2.06	1.956	1.833	0.468	0.453	0.401	0.369	0.356	0.443	0.476	0.815
CEACAM7	0.955	0.7	0.96	0.812	0.413	0.784	0.386	0.442	6.281	6.172	0.781	0.932	0.792	15.028	16.4	17.673	25.243	3.687	5.531	5.913	7.506	15.874	18.517	15.838	19.209	6.564	16.371	13.048	12.405
SCN4A	0.648	0.525	0.591	0.541	0.225	0.261	0.193	0.23	0.779	0.647	0.156	0.262	0.238	0.858	0.838	0.759	0.859	0.75	0.441	0.989	1.263	0.078	0.151	0.326	0.053	1.422	2.068	1.367	1.35
ST7L	8.456	9.639	9.063	8.968	11.642	12.18	12.745	11.711	6.351	6.15	10.229	10.045	9.906	3.017	3.073	3.714	2.578	10.093	9.386	10.353	9.141	2.624	1.965	1.729	1.583	9.463	9.601	9.859	8.508
PAX6	0.989	0.97	1.2	0.914	1.314	1.612	1.513	1.017	1.039	1.252	1.249	1.543	1.347	1.384	1.201	1.193	1.254	1.656	1.353	1.407	1.462	2.26	2.57	1.88	1.953	2.544	2.683	2.506	1.758
RPUSD1	20.834	22.792	18.439	21.1	41.271	39.067	42.066	40.392	13.789	16.249	45.055	36.598	39.888	7.5	7.571	7.102	6.224	34.561	27.51	28.246	26.706	5.222	4.107	4.386	4.274	29.592	26.046	28.706	29.064
RHBDF1	22.027	18.943	21.485	17.868	13.256	12.877	11.088	10.559	25.358	18.947	12.598	17.527	15.163	27.952	26.458	24.396	20.366	15.874	12.769	14.486	15.756	39.361	36.103	31.325	29.341	14.222	15.583	11.785	13.017
LUC7L	45.862	44.996	45.997	42.64	64.028	63.361	71.355	66.558	40.871	35.692	56.222	51.825	54.787	44.391	40.147	59.715	37.504	37.873	34.895	35.368	30.62	44.557	41.494	40.648	42.27	43.322	37.642	35.955	31.714
CACNA2D2	0.682	0.318	0.572	0.372	0.432	0.501	0.467	0.461	0.449	0.583	0.677	0.524	0.502	1.273	1.118	1.572	0.906	0.937	0.618	0.659	0.52	1.195	1.083	1.027	0.765	1.313	1.206	0.601	0.841
BAIAP3	9.547	7.984	7.697	7.479	10.139	8.345	8.239	7.238	11.31	9.862	8.381	10.423	9.853	13.782	15.506	18.974	13.283	12.562	12.711	13.453	12.164	24.188	18.971	14.635	15.013	15.918	15.362	14.995	11.768
TSR3	24.397	28.121	22.076	25.466	32.07	34.709	36.209	32.866	23.021	24.493	35.425	31.561	34.737	14.557	15.729	21.577	13.794	34.529	29.452	28.686	29.505	7.872	9.145	8.395	6.596	31.972	30.921	32.061	30.16
PIGQ	23.289	22.84	22.26	22.809	26.775	30.025	29.868	25.821	16.906	17.112	29.673	29.086	29.824	7.832	7.013	7.671	6.734	26.686	22.479	23.74	21.702	3.559	3.351	2.832	3.351	21.798	20.286	20.007	20.989
CRAMP1	13.366	12.549	12.902	11.455	14.251	14.838	15.336	14.629	7.579	7.725	16.736	12.607	12.759	5.48	5.28	5.503	4.528	11.312	10.827	11.079	10.008	2.546	3.351	4.636	3.668	12.745	10.586	9.983	11.31
TEAD3	27.619	26.292	28	25.398	21.743	20.176	19.73	19.716	28.121	27.298	29.594	32.085	29.586	24.687	26.011	25.128	22.061	26.905	28.216	28.005	26.086	25.279	25.446	24.935	21.61	27.35	30.601	26.966	28.3
DNAJC11	47.584	55.271	52.162	53.927	90.635	90.14	94.899	92.917	32.395	32.801	80.741	70.663	72.961	10.046	11.231	10.029	12.354	72.84	62.611	62.428	51.653	3.429	3.048	3.032	3.588	61.318	58.641	63.231	55.403
MYLIP	29.069	27.803	28.093	26.515	20.823	21.505	21.081	20.734	24.556	24.147	21.031	16.887	17.936	26.126	24.502	21.739	20.366	14.093	13.623	14.09	12.684	19.745	19.5	21.752	21.029	13.265	11.841	13.276	12.38
NOX1	1.62	1.559	2.086	1.777	3.399	4.053	4.426	3.648	0.708	1.165	8.069	6.842	6.366	0.304	0.391	0.19	0.302	8.343	9.327	9.012	7.828	0.026	0.076	0.025	0	5.634	4.874	6.648	4.814
E2F2	13.213	13.742	12.976	12.504	17.706	18.956	16.511	16.721	15.985	16.249	27.798	29.232	27.684	7.168	9.639	9.487	10.125	51.31	46.988	46.381	47.268	2.182	2.469	2.982	2.401	33.339	30.995	32.123	31.51
PSMB1	160.943	181.067	161.358	178.328	206.43	217.995	229.096	216.569	139.33	156.019	201.279	193.034	206.229	127.695	129.187	174.239	118.504	170.428	178.359	175.523	165.338	156.301	159.074	153.971	154.25	142.301	150.271	165.234	159.332
SYN1	0.29	0.223	0.185	0.321	0.019	0.174	0.032	0.019	0.401	0.302	0.312	0.233	0.343	0.221	0.112	0.271	0.232	0.281	0.382	0.132	0.173	0.052	0.05	0.1	0.106	0.164	0.32	0.062	0.229
JARID2	37.44	33.497	35.236	36.837	34.361	31.376	32.459	32.387	33.245	33.707	33.629	33.191	32.518	25.157	28.05	25.886	28.471	34.311	31.423	32.862	29.728	12.731	13.025	14.084	13.166	37.469	31.782	30.073	31.408
CDKL5	14.065	11.738	12.551	11.557	11.304	8.955	10.01	11.903	12.632	12.559	8.433	9.317	8.295	15.222	14.416	7.373	15.536	8.156	8.621	7.803	7.16	8.47	11.085	10.976	8.971	8.15	7.829	7.497	6.903
CDK11A	6.035	5.662	6.128	4.975	7.642	6.275	7.033	6.393	4.699	3.971	5.492	5.852	5.944	4.539	5.811	6.722	3.646	6.656	4.766	5.1	3.617	4.469	3.552	4.16	3.404	6.755	6.228	5.654	4.458
NADK	76.363	82.851	75.142	78.039	120.696	120.927	129.627	122.904	57.871	62.537	131.939	127.583	125.766	32.021	32.911	37.054	35.135	129.649	114.042	117.557	115.37	33.749	32.198	28.444	31.795	138.253	132.669	127.788	148.226
DLEC1	0.239	0.239	0.203	0.135	0.545	0.283	0.451	0.192	0.071	0.108	0.442	0.378	0.396	0.138	0.531	0.244	0.395	0.406	0.324	0.637	0.297	0.26	0.227	0.1	0.132	0.328	0.468	0.373	0.331
CYTH3	95.321	96.132	91.126	88.428	95.855	93.713	95.317	92.686	78.271	79.606	91.829	80.125	84.32	64.456	72.109	66.627	66.323	69.215	72.497	67.637	68.672	48.221	51.144	55.008	51.161	90.008	80.108	83.652	85.97
ADAM22	3.972	4.597	4.135	4.281	5.408	6.188	4.844	5.452	2.975	2.87	4.893	4.047	4.279	0.803	1.062	1.491	1.347	3.937	3.648	3.935	2.502	0.312	0.378	0.526	0.501	4.349	2.954	3.314	3.413
SYPL1	155.982	163.968	150.007	161.543	172.257	182.806	171.79	177.598	131.208	143.352	163.85	162.696	176.273	108.045	103.372	98.125	108.89	157.241	160.176	154.948	151.167	95.246	102.942	106.732	102.93	148.154	148.917	163.888	148.022
CYB561	58.41	55.764	59.656	59.02	79.557	82.731	83.409	76.215	46.349	49.007	89.824	84.347	81.07	23.773	23.245	26.158	23.664	75.183	70.761	70.099	65.105	11.977	11.161	10.851	10.106	102.069	97.144	100.304	103.317
SPAG9	226.855	194.173	220.552	207.06	129.953	127.463	112.665	123.864	282.249	254.745	150.002	178.389	158.654	424.763	421.449	333.543	425.457	195.489	223.434	226.08	257.569	563.344	559.077	556.516	538.554	188.085	201.256	187.291	204.418
CELSR3	4.654	3.865	4.061	4.23	6.853	5.556	6.083	6.393	3.518	3.841	5.726	4.891	5.891	4.566	4.079	3.415	2.787	5.031	3.648	4.089	4.088	4.573	3.754	3.183	2.401	7.084	4.702	5.054	4.483
AASS	0.733	0.891	0.72	0.728	0.732	0.719	0.547	0.845	0.614	0.583	0.755	0.495	0.634	0.277	0.531	0.244	0.163	0.469	0.265	0.659	0.173	0.078	0.151	0.1	0.158	0.301	0.492	0.414	0.408
PLEKHG6	85.62	83.933	86.143	86.161	86.598	89.29	89.089	88.809	107.502	105.07	99.169	102.427	92.72	135.499	142.122	135.504	152.432	101.119	103.273	102.148	119.73	150.585	167.842	166.476	149.21	106.883	122.6	110.536	127.032
SS18L2	15.481	17.496	18.199	18.799	25.442	25.602	24.976	25.245	13.765	15.451	23.348	19.129	21.899	10.406	11.203	13.797	9.591	20.061	19.478	18.399	15.384	7.327	7.684	8.32	9.182	17.504	15.583	18.889	18.544
MPND	14.1	14.872	15.062	14.856	18.457	18.978	21.275	18.871	13.057	12.753	18.949	16.508	16.404	11.209	10.728	12.794	9.242	16.249	16.241	16.486	16.4	9.353	10.355	8.42	10.686	17.504	16.691	17.687	17.092
MGST1	143.553	167.038	155.341	169.293	185.832	191.021	187.722	186.39	143.91	173.326	195.058	187.007	199.704	87.233	95.8	120.487	121.569	230.799	221.316	220.255	211.689	69.031	69.51	66.961	78.787	163.579	179.395	184.744	185.136
CRY1	25.011	23.826	27.558	24.874	31.019	32.269	30.077	30.544	11.971	12.494	28.788	26.087	29.031	5.535	6.621	6.424	5.898	26.686	24.48	25.279	23.089	9.483	9.347	7.994	7.177	32.027	29.271	31.025	31.841
NFIX	70.242	67.502	66.614	65.433	52.612	51.443	50.032	51.219	65.002	60.034	55.857	54.766	57.217	63.709	61.604	42.963	62.004	47.654	42.839	48.623	48.432	47.571	50.262	47.264	52.006	40.697	43.796	38.212	39.941
ST3GAL1	0.341	0.509	0.406	0.423	0.676	0.283	0.386	0.23	0.307	0.453	0.208	0.204	0.185	0.415	0.251	0.217	0.697	0.156	0.441	0.176	0.297	0.182	0.353	0.451	0.396	0.219	0.098	0.29	0.153
MMP25	0.222	0.223	0.351	0.288	0.113	0.305	0.048	0.115	0.472	0.216	0.182	0.146	0.132	0.498	0.419	0.623	0.255	0.281	0.147	0.264	0.248	0.727	0.302	0.351	0.29	0.41	0.246	0.186	0.178
IL32	238.516	217.283	250.233	223.05	166.774	180.802	173.946	162.355	268.719	249.264	166.609	202.438	169.907	333.351	313.328	384.773	271.191	181.271	198.602	195.218	219.988	326.97	317.972	321.675	319.001	227.933	284.442	260.133	259.057
PKD1	36.911	31.445	31.932	26.498	25.555	23.619	21.725	21.367	47.789	42.77	28.475	29.843	28.846	72.316	76.3	47.517	48.093	38.248	31.188	38.336	37.978	56.067	52.857	49.043	39.895	39.712	37.223	30.694	34.082
MAPK8IP2	0.835	0.573	0.609	0.897	0.469	0.632	0.837	0.461	0.567	0.647	0.807	0.699	0.819	0.581	0.754	0.542	0.65	0.75	0.53	1.121	1.04	0.546	0.378	0.727	0.554	1.285	1.379	1.015	1.172
MED24	63.729	68.298	64.824	64.773	82.223	84.692	86.724	81.974	55.368	55.006	92.167	84.609	82.338	36.172	34.616	32.69	31.327	72.527	69.349	66.296	62.578	26.786	23.733	16.891	20.976	67.828	63.91	63.376	62.255
RHOBTB2	10.809	13.106	11.647	12.268	12.655	12.812	14.017	13.554	7.036	9.171	16.424	13.626	14.687	2.74	4.023	4.012	3.367	10.249	10.386	8.99	8.101	0.935	0.781	0.877	0.792	13.319	10.586	11.308	12.023
HEATR5B	49.681	43.676	45.203	45.5	34.643	30.264	32.926	36.207	48.592	49.633	38.34	44.808	42.556	50.259	51.127	32.419	48.883	37.967	34.571	37.523	35.054	42.427	45.45	46.462	39.974	41.763	34.884	32.972	33.216
SEC62	187.079	184.184	185.261	190.207	196.122	191.369	199.47	209.082	165.704	171.686	181.965	176.904	187.183	157.252	163.244	236.177	157.703	170.084	181.007	175.413	172.819	141.336	140.884	157.379	152.139	168.666	168.587	181.078	181.417
RPS20	474.168	511.564	504.064	524.833	466.9	499.046	545.464	494.245	451.423	387.825	468.852	410.088	400.175	467.356	453.69	647.243	431.425	389.196	362.044	424.266	380.074	561.292	562.906	559.247	589.821	346.03	321.197	379.056	351.09
CSDE1	1067.748	1043.614	1071.107	1065.554	925.631	922.225	912.764	944.757	1127.673	1149.644	924.976	924.088	922.814	1584.2	1564.685	1253.936	1610.749	895.949	954.318	956	1007.758	2075.668	2159.139	2186.492	2170.154	876.862	918.318	931.817	908.305
UBE3C	128.55	136.929	126.122	136.703	182.171	174.44	181.027	184.279	92.532	117.327	182.2	168.082	175.27	50.425	60.291	49.821	61.632	176.271	159.087	159.366	144.454	32.372	38.345	41.299	37.283	171.456	159.503	169.045	174.539
REV3L	43.935	37.553	36.639	36.972	56.311	48.676	56.067	65.195	21.179	21.817	45.94	36.161	40.601	10.157	10.505	5.963	7.385	35.717	32.424	31.522	27.969	4.313	5.291	5.488	4.354	39.931	28.188	30.342	31.051
MASP2	0.358	0.286	0.351	0.22	0.432	0.436	0.628	0.211	0.307	0.194	0.208	0.349	0.37	0.055	0.251	0.271	0.255	0.281	0.294	0.637	0.223	0.026	0.025	0.025	0.053	0.766	0.615	0.476	0.229
IYD	17.254	15.126	15.966	17.242	18.345	19.021	19.665	18.295	17.803	18.191	19.339	18.808	19.521	14.336	15.45	10.734	15.373	18.436	18.919	19.3	17.614	8.106	8.289	8.069	9.235	32.546	30.896	33.904	28.606
FAM76A	7.502	6.998	8.232	7.496	11.829	10.807	12.311	11.519	4.274	5.999	9.24	9.666	10.144	2.242	2.822	3.171	3.39	9.468	8.356	9.298	7.234	1.481	1.814	2.155	1.715	11.131	9.7	10.749	9.527
POMT2	15.446	17.512	15.874	14.586	19.021	19.806	19.955	18.238	12.231	12.991	19.756	18.546	19.099	6.919	7.599	8.457	7.942	18.811	17.036	17.739	15.285	4.495	4.409	4.01	4.538	17.969	15.583	16.01	16.557
VTA1	108.943	118.622	109.418	114.588	119.25	126.788	116.013	119.007	108.069	120.046	114.942	114.976	118.185	94.207	96.471	89.559	113.813	120.556	127.635	123.514	121.538	68.382	73.188	71.873	74.038	121.98	117.282	130.046	121.072
MLXIPL	30.398	25.29	28.019	20.914	27.808	28.434	26.086	22.02	37.66	27.794	24.493	33.512	30.801	52.694	60.235	78.961	52.041	38.092	36.513	40.864	34.782	88.517	82.863	73.126	70.74	45.619	54.505	32.972	41.087
BAZ1B	200.821	185.329	198.606	193.523	222.071	196.947	216.447	233.386	125.659	126.865	207.135	180.573	198.727	91.08	81.664	62.859	79.49	199.645	165.766	173.105	159.145	75.397	77.824	80.619	77.178	170.772	131.684	144.129	147.461
RANBP9	71.93	66.453	72.373	65.94	55.429	54.036	53.782	54.464	70.125	62.731	55.623	55.843	54.998	72.15	66.381	55.703	68.088	62.778	60.934	60.251	63.247	71.993	74.876	79.692	76.782	59.048	58.863	58.178	62.612
ETV7	5.064	5.79	5.408	5.381	4.882	5.186	5.327	4.742	4.935	5.136	5.31	6.871	5.864	4.317	4.945	5.855	4.737	7.625	8.15	7.474	8.101	3.274	3.527	4.01	3.219	8.068	7.287	8.409	8.482
SPRTN	9.905	9.225	9.247	8.782	19.434	20.525	21.275	22.864	3.99	4.489	15.409	11.326	13.736	0.969	1.285	1.518	1.463	14.78	14.594	12.859	11.396	0.65	0.882	0.702	1.003	13.62	11.743	14.063	12.201
EEF1AKNMT	41.975	47.843	41.013	44.383	83.913	81.184	89.492	86.121	28.381	32.391	69.054	62.569	67.229	10.683	12.656	14.719	12.424	58.403	50.842	50.909	41.495	5.04	6.5	5.939	4.934	52.156	47.046	53.207	47.226
DYRK4	15.088	15.985	16.852	15.635	15.791	16.603	15.867	18.142	13.671	12.516	15.201	13.975	15.189	9.686	8.856	9.189	7.965	13.624	13.417	13.87	12.065	7.145	5.669	6.04	5.726	14.714	13.885	15.326	14.749
ZNF207	123.35	116.745	121.582	110.696	172.238	174.658	175.54	172.933	110.335	106.689	145.734	150.351	147.982	134.198	121.029	121.951	122.916	137.898	133.872	130.878	116.41	183.633	174.518	168.882	154.513	124.633	124.569	123.749	116.155
UQCRC1	324.597	349.123	336.117	346.217	356.474	376.703	379.563	353.986	349.328	370.044	414.4	405.721	406.435	353.665	346.826	434.947	360.341	421.195	406.707	414.44	439.258	382.413	366.193	356.183	378.262	453.542	460.217	488.328	486.885
STARD3NL	20.987	23.095	23.257	22.995	26.475	26.931	28.001	29.564	16.221	19.486	26.341	23.7	25.306	8.358	8.968	10.409	8.499	23.342	21.214	22.641	20.859	4.599	4.963	4.31	5.04	23.822	19.005	23.114	20.913
CD9	319.755	365.139	328.42	352.579	358.033	376.594	371.34	363.201	320.381	345.12	334.779	342.104	340.422	197.824	209.509	283.992	232.363	316.044	313.938	312.842	336.82	131.723	129.396	138.659	142.112	275.276	289.439	291.8	320.599
NCAPD2	230.367	227.272	226.44	225.639	174.435	175.006	163.631	178.558	220.057	196.006	147.79	161.153	152.393	146.32	144.497	113.711	147.067	181.771	171.298	169.06	155.602	116.706	109.115	106.657	109.869	127.532	114.353	121.823	108.667
IFFO1	0.273	0.398	0.425	0.44	0.939	0.458	0.998	0.538	0.519	0.367	0.625	0.786	0.37	0.166	0.251	0.19	0.209	0.687	0.412	0.813	0.743	0.182	0.227	0.251	0.132	0.656	0.714	0.621	0.637
GIPR	3.222	2.354	2.455	2.047	2.216	1.416	1.448	1.613	4.014	2.59	1.848	2.475	2.827	7.666	8.214	10.734	6.154	3.281	3.207	4.089	2.973	14.16	13.529	9.548	10.29	4.403	5.982	3.024	3.643
PHF7	3.359	3.197	3.101	2.792	4.544	4.183	4.071	3.379	1.842	2.007	3.852	3.319	3.46	1.273	1.509	2.196	1.742	4	4.531	5.078	3.543	0.961	1.184	1.078	1.187	3.255	3.668	4.122	2.98
SEMA3G	1.654	1.161	1.55	0.948	1.333	1.068	1.175	0.902	1.133	1.208	1.119	1.106	1.03	1.245	1.034	1.41	1.045	1.031	1.383	1.121	1.437	1.663	1.386	1.679	1.715	3.446	3.077	1.905	3.948
NISCH	57.131	52.138	52.789	48.14	53.908	51.704	49.373	46.362	68.331	59.667	52.239	57.444	53.756	89.392	88.592	80.018	66.068	56.997	52.931	56.954	52.222	91.817	82.888	77.737	69.948	60.005	60.463	52.814	53.544
FUZ	6.172	6.998	6.792	6.616	7.285	6.537	6.276	5.798	5.336	6.344	6.846	5.415	5.627	2.048	1.956	3.415	2.067	5.281	4.06	4.946	4.558	1.403	1.26	1.203	1.161	4.841	3.816	4.515	3.77
IDS	2.404	2.529	2.307	2.284	1.671	1.808	1.593	1.689	3.542	2.827	1.536	2.125	2.06	4.705	4.61	2.114	4.18	1.781	1.707	1.846	2.477	6.131	6.651	5.689	7.045	1.504	2.536	1.698	2.267
PRSS3	51.284	50.738	56.629	54.908	46.416	47.477	49.614	46.017	79.239	73.305	63.093	64.432	56.689	115.794	111.502	137.185	100.878	66.871	64.759	69.44	81.529	140.869	143.454	141.015	143.405	78.002	82.915	85.164	89.638
